Index,MiseStress,U.Mag,U.U1,U.U2,U.U3,x,y,z
332,0.0,-29.2705271269,-5.41350082856e-14,-29.2705271269,-5.41350082856e-14,424.700012,0.0,547.0
333,0.0,73.4595271269,1.35861308286e-13,73.4595271269,1.35861308286e-13,424.700012,79.55,514.0
334,0.0,0.0,0.0,0.0,0.0,424.700012,112.5,434.48
335,0.0,0.0,0.0,0.0,0.0,424.700012,98.4375,380.17
336,0.0,0.0,0.0,0.0,0.0,424.700012,84.375,325.86
337,0.0,0.0,0.0,0.0,0.0,424.700012,70.3125,271.55
338,0.0,0.0,0.0,0.0,0.0,424.700012,56.25,217.24
339,0.0,0.0,0.0,0.0,0.0,424.700012,42.1875,162.93
340,0.0,0.0,0.0,0.0,0.0,424.700012,28.125,108.62
341,0.0,0.0,0.0,0.0,0.0,424.700012,14.0625,54.31
342,0.00379568077007,61.1365820408,-2.90614219021e-14,-61.1365820408,-2.90614219021e-14,449.399994,-14.0625,54.31
343,0.0,0.0,0.0,0.0,0.0,449.399994,-28.125,108.62
344,0.0,0.0,0.0,0.0,0.0,449.399994,-42.1875,162.93
345,0.0,0.0,0.0,0.0,0.0,449.399994,-56.25,217.24
346,0.0,0.0,0.0,0.0,0.0,449.399994,-70.3125,271.55
347,0.0,0.0,0.0,0.0,0.0,449.399994,-84.375,325.86
348,0.0,0.0,0.0,0.0,0.0,449.399994,-98.4375,380.17
349,0.0,0.0,0.0,0.0,0.0,449.399994,-112.5,434.48
350,0.0,28.7438893876,1.07025491287,4.98238542098,1.07025491287,449.399994,-79.55,514.0
351,0.0,-29.0530631867,-5.56563947552e-14,-29.0530631867,-5.56563947552e-14,449.399994,0.0,547.0
352,0.0,72.9137631867,1.39679494755e-13,72.9137631867,1.39679494755e-13,449.399994,79.55,514.0
353,0.0,0.0,0.0,0.0,0.0,449.399994,112.5,434.48
354,0.0,0.0,0.0,0.0,0.0,449.399994,98.4375,380.17
355,0.0,0.0,0.0,0.0,0.0,449.399994,84.375,325.86
356,0.0,0.0,0.0,0.0,0.0,449.399994,70.3125,271.55
357,0.0,0.0,0.0,0.0,0.0,449.399994,56.25,217.24
358,0.0,0.0,0.0,0.0,0.0,449.399994,42.1875,162.93
359,0.0,0.0,0.0,0.0,0.0,449.399994,28.125,108.62
360,0.0,0.0,0.0,0.0,0.0,449.399994,14.0625,54.31
361,0.00325068910528,61.2770329275,-2.80559980067e-14,-61.2770329275,-2.80559980067e-14,474.100006,-14.0625,54.31
362,0.0,0.0,0.0,0.0,0.0,474.100006,-28.125,108.62
363,0.0,0.0,0.0,0.0,0.0,474.100006,-42.1875,162.93
364,0.0,0.0,0.0,0.0,0.0,474.100006,-56.25,217.24
365,0.0,0.0,0.0,0.0,0.0,474.100006,-70.3125,271.55
366,0.0,0.0,0.0,0.0,0.0,474.100006,-84.375,325.86
367,0.0,0.0,0.0,0.0,0.0,474.100006,-98.4375,380.17
368,0.0,0.0,0.0,0.0,0.0,474.100006,-112.5,434.48
369,0.0,28.7045942127,1.05237484972,4.73691953916,1.05237484972,474.100006,-79.55,514.0
370,0.0,-28.8385800193,-5.20207129738e-14,-28.8385800193,-5.20207129738e-14,474.100006,0.0,547.0
371,0.0,72.3754800193,1.30555112974e-13,72.3754800193,1.30555112974e-13,474.100006,79.55,514.0
372,0.0,0.0,0.0,0.0,0.0,474.100006,112.5,434.48
373,0.0,0.0,0.0,0.0,0.0,474.100006,98.4375,380.17
374,0.0,0.0,0.0,0.0,0.0,474.100006,84.375,325.86
375,0.0,0.0,0.0,0.0,0.0,474.100006,70.3125,271.55
376,0.0,0.0,0.0,0.0,0.0,474.100006,56.25,217.24
377,0.0,0.0,0.0,0.0,0.0,474.100006,42.1875,162.93
378,0.0,0.0,0.0,0.0,0.0,474.100006,28.125,108.62
379,0.0,0.0,0.0,0.0,0.0,474.100006,14.0625,54.31
380,0.0026610176133,61.415705955,-2.39171414956e-14,-61.415705955,-2.39171414956e-14,498.799988,-14.0625,54.31
381,0.0,0.0,0.0,0.0,0.0,498.799988,-28.125,108.62
382,0.0,0.0,0.0,0.0,0.0,498.799988,-42.1875,162.93
383,0.0,0.0,0.0,0.0,0.0,498.799988,-56.25,217.24
384,0.0,0.0,0.0,0.0,0.0,498.799988,-70.3125,271.55
385,0.0,0.0,0.0,0.0,0.0,498.799988,-84.375,325.86
386,0.0,0.0,0.0,0.0,0.0,498.799988,-98.4375,380.17
387,0.0,0.0,0.0,0.0,0.0,498.799988,-112.5,434.48
388,0.0,28.6693195866,1.03531406821,4.49413149455,1.03531406821,498.799988,-79.55,514.0
389,0.0,-28.6272101036,-5.22504974419e-14,-28.6272101036,-5.22504974419e-14,498.799988,0.0,547.0
390,0.0,71.8450101036,1.31131797442e-13,71.8450101036,1.31131797442e-13,498.799988,79.55,514.0
391,0.0,0.0,0.0,0.0,0.0,498.799988,112.5,434.48
392,0.0,0.0,0.0,0.0,0.0,498.799988,98.4375,380.17
393,0.0,0.0,0.0,0.0,0.0,498.799988,84.375,325.86
394,0.0,0.0,0.0,0.0,0.0,498.799988,70.3125,271.55
395,0.0,0.0,0.0,0.0,0.0,498.799988,56.25,217.24
396,0.0,0.0,0.0,0.0,0.0,498.799988,42.1875,162.93
397,0.0,0.0,0.0,0.0,0.0,498.799988,28.125,108.62
398,0.0,0.0,0.0,0.0,0.0,498.799988,14.0625,54.31
399,0.00669466263184,61.5508232638,-2.17151293807e-14,-61.5508232638,-2.17151293807e-14,523.5,-14.0625,54.31
400,0.0,0.0,0.0,0.0,0.0,523.5,-28.125,108.62
401,0.0,0.0,0.0,0.0,0.0,523.5,-42.1875,162.93
402,0.0,0.0,0.0,0.0,0.0,523.5,-56.25,217.24
403,0.0,0.0,0.0,0.0,0.0,523.5,-70.3125,271.55
404,0.0,0.0,0.0,0.0,0.0,523.5,-84.375,325.86
405,0.0,0.0,0.0,0.0,0.0,523.5,-98.4375,380.17
406,0.0,0.0,0.0,0.0,0.0,523.5,-112.5,434.48
407,0.0,28.6345759764,1.01054597054,4.24757323721,1.01054597054,523.5,-79.55,514.0
408,0.0,-28.4198807911,-5.07383182484e-14,-28.4198807911,-5.07383182484e-14,523.5,0.0,547.0
409,0.0,71.3246807911,1.27336718248e-13,71.3246807911,1.27336718248e-13,523.5,79.55,514.0
410,0.0,0.0,0.0,0.0,0.0,523.5,112.5,434.48
411,0.0,0.0,0.0,0.0,0.0,523.5,98.4375,380.17
412,0.0,0.0,0.0,0.0,0.0,523.5,84.375,325.86
413,0.0,0.0,0.0,0.0,0.0,523.5,70.3125,271.55
414,0.0,0.0,0.0,0.0,0.0,523.5,56.25,217.24
415,0.0,0.0,0.0,0.0,0.0,523.5,42.1875,162.93
416,0.0,0.0,0.0,0.0,0.0,523.5,28.125,108.62
417,0.0,0.0,0.0,0.0,0.0,523.5,14.0625,54.31
418,0.0108608759534,61.700607912,-2.05647210573e-14,-61.700607912,-2.05647210573e-14,548.200012,-14.0625,54.31
419,0.0,0.0,0.0,0.0,0.0,548.200012,-28.125,108.62
420,0.0,0.0,0.0,0.0,0.0,548.200012,-42.1875,162.93
421,0.0,0.0,0.0,0.0,0.0,548.200012,-56.25,217.24
422,0.0,0.0,0.0,0.0,0.0,548.200012,-70.3125,271.55
423,0.0,0.0,0.0,0.0,0.0,548.200012,-84.375,325.86
424,0.0,0.0,0.0,0.0,0.0,548.200012,-98.4375,380.17
425,0.0,0.0,0.0,0.0,0.0,548.200012,-112.5,434.48
426,0.0,28.5924740034,0.998226402212,4.0243189909,0.998226402212,548.200012,-79.55,514.0
427,0.0,-28.2140087453,-5.07751473532e-14,-28.2140087453,-5.07751473532e-14,548.200012,0.0,547.0
428,0.0,70.8080087453,1.27429147353e-13,70.8080087453,1.27429147353e-13,548.200012,79.55,514.0
429,0.0,0.0,0.0,0.0,0.0,548.200012,112.5,434.48
430,0.0,0.0,0.0,0.0,0.0,548.200012,98.4375,380.17
431,0.0,0.0,0.0,0.0,0.0,548.200012,84.375,325.86
432,0.0,0.0,0.0,0.0,0.0,548.200012,70.3125,271.55
433,0.0,0.0,0.0,0.0,0.0,548.200012,56.25,217.24
434,0.0,0.0,0.0,0.0,0.0,548.200012,42.1875,162.93
435,0.0,0.0,0.0,0.0,0.0,548.200012,28.125,108.62
436,0.0,0.0,0.0,0.0,0.0,548.200012,14.0625,54.31
437,0.00966906573088,61.8499480954,-2.01267898588e-14,-61.8499480954,-2.01267898588e-14,572.900024,-14.0625,54.31
438,0.0,0.0,0.0,0.0,0.0,572.900024,-28.125,108.62
439,0.0,0.0,0.0,0.0,0.0,572.900024,-42.1875,162.93
440,0.0,0.0,0.0,0.0,0.0,572.900024,-56.25,217.24
441,0.0,0.0,0.0,0.0,0.0,572.900024,-70.3125,271.55
442,0.0,0.0,0.0,0.0,0.0,572.900024,-84.375,325.86
443,0.0,0.0,0.0,0.0,0.0,572.900024,-98.4375,380.17
444,0.0,0.0,0.0,0.0,0.0,572.900024,-112.5,434.48
445,0.0,28.5515857809,0.982606949505,3.79520839808,0.982606949505,572.900024,-79.55,514.0
446,0.0,-28.0120448239,-5.1754099401e-14,-28.0120448239,-5.1754099401e-14,572.900024,0.0,547.0
447,0.0,70.3011448239,1.29885999401e-13,70.3011448239,1.29885999401e-13,572.900024,79.55,514.0
448,0.0,0.0,0.0,0.0,0.0,572.900024,112.5,434.48
449,0.0,0.0,0.0,0.0,0.0,572.900024,98.4375,380.17
450,0.0,0.0,0.0,0.0,0.0,572.900024,84.375,325.86
451,0.0,0.0,0.0,0.0,0.0,572.900024,70.3125,271.55
452,0.0,0.0,0.0,0.0,0.0,572.900024,56.25,217.24
453,0.0,0.0,0.0,0.0,0.0,572.900024,42.1875,162.93
454,0.0,0.0,0.0,0.0,0.0,572.900024,28.125,108.62
455,0.0,0.0,0.0,0.0,0.0,572.900024,14.0625,54.31
456,0.00833229330359,61.988176658,-1.60280240755e-14,-61.988176658,-1.60280240755e-14,597.599976,-14.0625,54.31
457,0.0,0.0,0.0,0.0,0.0,597.599976,-28.125,108.62
458,0.0,0.0,0.0,0.0,0.0,597.599976,-42.1875,162.93
459,0.0,0.0,0.0,0.0,0.0,597.599976,-56.25,217.24
460,0.0,0.0,0.0,0.0,0.0,597.599976,-70.3125,271.55
461,0.0,0.0,0.0,0.0,0.0,597.599976,-84.375,325.86
462,0.0,0.0,0.0,0.0,0.0,597.599976,-98.4375,380.17
463,0.0,0.0,0.0,0.0,0.0,597.599976,-112.5,434.48
464,0.0,28.5163111548,0.963846917188,3.56972388509,0.963846917188,597.599976,-79.55,514.0
465,0.0,-27.8132603936,-4.66476380492e-14,-27.8132603936,-4.66476380492e-14,597.599976,0.0,547.0
466,0.0,69.8022603936,1.17070438049e-13,69.8022603936,1.17070438049e-13,597.599976,79.55,514.0
467,0.0,0.0,0.0,0.0,0.0,597.599976,112.5,434.48
468,0.0,0.0,0.0,0.0,0.0,597.599976,98.4375,380.17
469,0.0,0.0,0.0,0.0,0.0,597.599976,84.375,325.86
470,0.0,0.0,0.0,0.0,0.0,597.599976,70.3125,271.55
471,0.0,0.0,0.0,0.0,0.0,597.599976,56.25,217.24
472,0.0,0.0,0.0,0.0,0.0,597.599976,42.1875,162.93
473,0.0,0.0,0.0,0.0,0.0,597.599976,28.125,108.62
474,0.0,0.0,0.0,0.0,0.0,597.599976,14.0625,54.31
475,0.00741449564974,62.1250718261,-1.76224972121e-14,-62.1250718261,-1.76224972121e-14,622.299988,-14.0625,54.31
476,0.0,0.0,0.0,0.0,0.0,622.299988,-28.125,108.62
477,0.0,0.0,0.0,0.0,0.0,622.299988,-42.1875,162.93
478,0.0,0.0,0.0,0.0,0.0,622.299988,-56.25,217.24
479,0.0,0.0,0.0,0.0,0.0,622.299988,-70.3125,271.55
480,0.0,0.0,0.0,0.0,0.0,622.299988,-84.375,325.86
481,0.0,0.0,0.0,0.0,0.0,622.299988,-98.4375,380.17
482,0.0,0.0,0.0,0.0,0.0,622.299988,-112.5,434.48
483,0.0,28.4849812181,0.943425563771,3.34835853812,0.943425563771,622.299988,-79.55,514.0
484,0.0,-27.6187815241,-4.57789745973e-14,-27.6187815241,-4.57789745973e-14,622.299988,0.0,547.0
485,0.0,69.3141815241,1.14890374597e-13,69.3141815241,1.14890374597e-13,622.299988,79.55,514.0
486,0.0,0.0,0.0,0.0,0.0,622.299988,112.5,434.48
487,0.0,0.0,0.0,0.0,0.0,622.299988,98.4375,380.17
488,0.0,0.0,0.0,0.0,0.0,622.299988,84.375,325.86
489,0.0,0.0,0.0,0.0,0.0,622.299988,70.3125,271.55
490,0.0,0.0,0.0,0.0,0.0,622.299988,56.25,217.24
491,0.0,0.0,0.0,0.0,0.0,622.299988,42.1875,162.93
492,0.0,0.0,0.0,0.0,0.0,622.299988,28.125,108.62
493,0.0,0.0,0.0,0.0,0.0,622.299988,14.0625,54.31
494,0.00638207051584,62.2539666272,-1.41097138626e-14,-62.2539666272,-1.41097138626e-14,647.0,-14.0625,54.31
495,0.0,0.0,0.0,0.0,0.0,647.0,-28.125,108.62
496,0.0,0.0,0.0,0.0,0.0,647.0,-42.1875,162.93
497,0.0,0.0,0.0,0.0,0.0,647.0,-56.25,217.24
498,0.0,0.0,0.0,0.0,0.0,647.0,-70.3125,271.55
499,0.0,0.0,0.0,0.0,0.0,647.0,-84.375,325.86
500,0.0,0.0,0.0,0.0,0.0,647.0,-98.4375,380.17
501,0.0,0.0,0.0,0.0,0.0,647.0,-112.5,434.48
502,0.0,28.4577476896,0.921342889255,3.13121097439,0.921342889255,647.0,-79.55,514.0
503,0.0,-27.428210779,-4.48642747646e-14,-27.428210779,-4.48642747646e-14,647.0,0.0,547.0
504,0.0,68.835910779,1.12594774765e-13,68.835910779,1.12594774765e-13,647.0,79.55,514.0
505,0.0,0.0,0.0,0.0,0.0,647.0,112.5,434.48
506,0.0,0.0,0.0,0.0,0.0,647.0,98.4375,380.17
507,0.0,0.0,0.0,0.0,0.0,647.0,84.375,325.86
508,0.0,0.0,0.0,0.0,0.0,647.0,70.3125,271.55
509,0.0,0.0,0.0,0.0,0.0,647.0,56.25,217.24
510,0.0,0.0,0.0,0.0,0.0,647.0,42.1875,162.93
511,0.0,0.0,0.0,0.0,0.0,647.0,28.125,108.62
512,0.0,0.0,0.0,0.0,0.0,647.0,14.0625,54.31
513,0.00545778367544,62.3793057097,-1.48098348652e-14,-62.3793057097,-1.48098348652e-14,671.700012,-14.0625,54.31
514,0.0,0.0,0.0,0.0,0.0,671.700012,-28.125,108.62
515,0.0,0.0,0.0,0.0,0.0,671.700012,-42.1875,162.93
516,0.0,0.0,0.0,0.0,0.0,671.700012,-56.25,217.24
517,0.0,0.0,0.0,0.0,0.0,671.700012,-70.3125,271.55
518,0.0,0.0,0.0,0.0,0.0,671.700012,-84.375,325.86
519,0.0,0.0,0.0,0.0,0.0,671.700012,-98.4375,380.17
520,0.0,0.0,0.0,0.0,0.0,671.700012,-112.5,434.48
521,0.0,28.4338519752,0.897234768468,2.91958597578,0.897234768468,671.700012,-79.55,514.0
522,0.0,-27.2429391857,-4.30073857493e-14,-27.2429391857,-4.30073857493e-14,671.700012,0.0,547.0
523,0.0,68.3709391857,1.07934585749e-13,68.3709391857,1.07934585749e-13,671.700012,79.55,514.0
524,0.0,0.0,0.0,0.0,0.0,671.700012,112.5,434.48
525,0.0,0.0,0.0,0.0,0.0,671.700012,98.4375,380.17
526,0.0,0.0,0.0,0.0,0.0,671.700012,84.375,325.86
527,0.0,0.0,0.0,0.0,0.0,671.700012,70.3125,271.55
528,0.0,0.0,0.0,0.0,0.0,671.700012,56.25,217.24
529,0.0,0.0,0.0,0.0,0.0,671.700012,42.1875,162.93
530,0.0,0.0,0.0,0.0,0.0,671.700012,28.125,108.62
531,0.0,0.0,0.0,0.0,0.0,671.700012,14.0625,54.31
532,0.00449881524425,62.4984222846,-1.20711314664e-14,-62.4984222846,-1.20711314664e-14,696.400024,-14.0625,54.31
533,0.0,0.0,0.0,0.0,0.0,696.400024,-28.125,108.62
534,0.0,0.0,0.0,0.0,0.0,696.400024,-42.1875,162.93
535,0.0,0.0,0.0,0.0,0.0,696.400024,-56.25,217.24
536,0.0,0.0,0.0,0.0,0.0,696.400024,-70.3125,271.55
537,0.0,0.0,0.0,0.0,0.0,696.400024,-84.375,325.86
538,0.0,0.0,0.0,0.0,0.0,696.400024,-98.4375,380.17
539,0.0,0.0,0.0,0.0,0.0,696.400024,-112.5,434.48
540,0.0,28.4135975125,0.87228460822,2.7126566747,0.87228460822,696.400024,-79.55,514.0
541,0.0,-27.0621718714,-4.1274629364e-14,-27.0621718714,-4.1274629364e-14,696.400024,0.0,547.0
542,0.0,67.9172718714,1.03585929364e-13,67.9172718714,1.03585929364e-13,696.400024,79.55,514.0
543,0.0,0.0,0.0,0.0,0.0,696.400024,112.5,434.48
544,0.0,0.0,0.0,0.0,0.0,696.400024,98.4375,380.17
545,0.0,0.0,0.0,0.0,0.0,696.400024,84.375,325.86
546,0.0,0.0,0.0,0.0,0.0,696.400024,70.3125,271.55
547,0.0,0.0,0.0,0.0,0.0,696.400024,56.25,217.24
548,0.0,0.0,0.0,0.0,0.0,696.400024,42.1875,162.93
549,0.0,0.0,0.0,0.0,0.0,696.400024,28.125,108.62
550,0.0,0.0,0.0,0.0,0.0,696.400024,14.0625,54.31
551,0.0035290329837,62.6126497463,-1.23240319555e-14,-62.6126497463,-1.23240319555e-14,721.099976,-14.0625,54.31
552,0.0,0.0,0.0,0.0,0.0,721.099976,-28.125,108.62
553,0.0,0.0,0.0,0.0,0.0,721.099976,-42.1875,162.93
554,0.0,0.0,0.0,0.0,0.0,721.099976,-56.25,217.24
555,0.0,0.0,0.0,0.0,0.0,721.099976,-70.3125,271.55
556,0.0,0.0,0.0,0.0,0.0,721.099976,-84.375,325.86
557,0.0,0.0,0.0,0.0,0.0,721.099976,-98.4375,380.17
558,0.0,0.0,0.0,0.0,0.0,721.099976,-112.5,434.48
559,0.0,28.3967567232,0.844573165415,2.51227404078,0.844573165415,721.099976,-79.55,514.0
560,0.0,-26.8871673846,-3.89373722419e-14,-26.8871673846,-3.89373722419e-14,721.099976,0.0,547.0
561,0.0,67.4780673846,9.77201722419e-14,67.4780673846,9.77201722419e-14,721.099976,79.55,514.0
562,0.0,0.0,0.0,0.0,0.0,721.099976,112.5,434.48
563,0.0437679764069,0.0,0.0,0.0,0.0,721.099976,98.4375,380.17
564,0.165721301296,0.0,0.0,0.0,0.0,721.099976,84.375,325.86
565,0.146911896222,0.0,0.0,0.0,0.0,721.099976,70.3125,271.55
566,0.126235787469,0.0,0.0,0.0,0.0,721.099976,56.25,217.24
567,0.0570296107703,0.0,0.0,0.0,0.0,721.099976,42.1875,162.93
568,0.0561059246,0.0,0.0,0.0,0.0,721.099976,28.125,108.62
569,0.0317636915674,0.0,0.0,0.0,0.0,721.099976,14.0625,54.31
570,0.00256165750021,62.7210991652,-7.38331644181e-15,-62.7210991652,-7.38331644181e-15,745.799988,-14.0625,54.31
571,0.0,0.0,0.0,0.0,0.0,745.799988,-28.125,108.62
572,0.0,0.0,0.0,0.0,0.0,745.799988,-42.1875,162.93
573,0.0,0.0,0.0,0.0,0.0,745.799988,-56.25,217.24
574,0.0,0.0,0.0,0.0,0.0,745.799988,-70.3125,271.55
575,0.0,0.0,0.0,0.0,0.0,745.799988,-84.375,325.86
576,0.0,0.0,0.0,0.0,0.0,745.799988,-98.4375,380.17
577,0.0,0.0,0.0,0.0,0.0,745.799988,-112.5,434.48
578,0.0,28.3827985916,0.817089300843,2.31651124499,0.817089300843,745.799988,-79.55,514.0
579,0.0,-26.7173295707,-3.64393521034e-14,-26.7173295707,-3.64393521034e-14,745.799988,0.0,547.0
580,0.0,67.0518295707,9.14509521034e-14,67.0518295707,9.14509521034e-14,745.799988,79.55,514.0
581,-0.0323028135792,0.0,0.0,0.0,0.0,745.799988,112.5,434.48
582,0.102520579481,0.0,0.0,0.0,0.0,745.799988,98.4375,380.17
583,0.165772815064,0.0,0.0,0.0,0.0,745.799988,84.375,325.86
584,0.145190089595,0.0,0.0,0.0,0.0,745.799988,70.3125,271.55
585,0.124057217004,0.0,0.0,0.0,0.0,745.799988,56.25,217.24
586,0.0555118024658,0.0,0.0,0.0,0.0,745.799988,42.1875,162.93
587,0.0538094757556,0.0,0.0,0.0,0.0,745.799988,28.125,108.62
588,0.0294654312157,0.0,0.0,0.0,0.0,745.799988,14.0625,54.31
589,0.00168529063563,62.8246594709,-6.53829990412e-15,-62.8246594709,-6.53829990412e-15,770.5,-14.0625,54.31
590,0.0,0.0,0.0,0.0,0.0,770.5,-28.125,108.62
591,0.0,0.0,0.0,0.0,0.0,770.5,-42.1875,162.93
592,0.0,0.0,0.0,0.0,0.0,770.5,-56.25,217.24
593,0.0,0.0,0.0,0.0,0.0,770.5,-70.3125,271.55
594,0.0,0.0,0.0,0.0,0.0,770.5,-84.375,325.86
595,0.0,0.0,0.0,0.0,0.0,770.5,-98.4375,380.17
596,0.0,0.0,0.0,0.0,0.0,770.5,-112.5,434.48
597,0.0,28.3733161653,0.785175246673,2.127856476,0.785175246673,770.5,-79.55,514.0
598,0.0,-26.5529896269,-3.42101314378e-14,-26.5529896269,-3.42101314378e-14,770.5,0.0,547.0
599,0.0,66.6393896269,8.58563314378e-14,66.6393896269,8.58563314378e-14,770.5,79.55,514.0
600,-0.0331742225131,0.0,0.0,0.0,0.0,770.5,112.5,434.48
601,0.102898134052,0.0,0.0,0.0,0.0,770.5,98.4375,380.17
602,0.163763483595,0.0,0.0,0.0,0.0,770.5,84.375,325.86
603,0.142309218062,0.0,0.0,0.0,0.0,770.5,70.3125,271.55
604,0.121204320619,0.0,0.0,0.0,0.0,770.5,56.25,217.24
605,0.0538721722154,0.0,0.0,0.0,0.0,770.5,42.1875,162.93
606,0.051571724157,0.0,0.0,0.0,0.0,770.5,28.125,108.62
607,0.0273632020264,0.0,0.0,0.0,0.0,770.5,14.0625,54.31
608,0.00134801738753,62.9215528042,-3.18278599064e-15,-62.9215528042,-3.18278599064e-15,795.200012,-14.0625,54.31
609,0.0,0.0,0.0,0.0,0.0,795.200012,-28.125,108.62
610,0.0,0.0,0.0,0.0,0.0,795.200012,-42.1875,162.93
611,0.0,0.0,0.0,0.0,0.0,795.200012,-56.25,217.24
612,0.0,0.0,0.0,0.0,0.0,795.200012,-70.3125,271.55
613,0.0,0.0,0.0,0.0,0.0,795.200012,-84.375,325.86
614,0.0,0.0,0.0,0.0,0.0,795.200012,-98.4375,380.17
615,0.0,0.0,0.0,0.0,0.0,795.200012,-112.5,434.48
616,0.0,28.3686887412,0.755663660047,1.94438290478,0.755663660047,795.200012,-79.55,514.0
617,0.0,-26.3942800317,-3.07031528046e-14,-26.3942800317,-3.07031528046e-14,795.200012,0.0,547.0
618,0.0,66.2410800317,7.70549528046e-14,66.2410800317,7.70549528046e-14,795.200012,79.55,514.0
619,-0.0334039290452,0.0,0.0,0.0,0.0,795.200012,112.5,434.48
620,0.101484112712,0.0,0.0,0.0,0.0,795.200012,98.4375,380.17
621,0.160140848679,0.0,0.0,0.0,0.0,795.200012,84.375,325.86
622,0.138710278525,0.0,0.0,0.0,0.0,795.200012,70.3125,271.55
623,0.118029903428,0.0,0.0,0.0,0.0,795.200012,56.25,217.24
624,0.0522782167782,0.0,0.0,0.0,0.0,795.200012,42.1875,162.93
625,0.0496178624892,0.0,0.0,0.0,0.0,795.200012,28.125,108.62
626,0.0256932281073,0.0,0.0,0.0,0.0,795.200012,14.0625,54.31
627,0.00754176815424,63.0135570243,1.44952426575e-15,-63.0135570243,1.44952426575e-15,819.900024,-14.0625,54.31
628,0.0,0.0,0.0,0.0,0.0,819.900024,-28.125,108.62
629,0.0,0.0,0.0,0.0,0.0,819.900024,-42.1875,162.93
630,0.0,0.0,0.0,0.0,0.0,819.900024,-56.25,217.24
631,0.0,0.0,0.0,0.0,0.0,819.900024,-70.3125,271.55
632,0.0,0.0,0.0,0.0,0.0,819.900024,-84.375,325.86
633,0.0,0.0,0.0,0.0,0.0,819.900024,-98.4375,380.17
634,0.0,0.0,0.0,0.0,0.0,819.900024,-112.5,434.48
635,0.0,28.3637578795,0.716743230686,1.75343718158,0.716743230686,819.900024,-79.55,514.0
636,0.0,-26.2426580521,-2.70468043313e-14,-26.2426580521,-2.70468043313e-14,819.900024,0.0,547.0
637,0.0,65.8605580521,6.78787043313e-14,65.8605580521,6.78787043313e-14,819.900024,79.55,514.0
638,-0.032393958248,0.0,0.0,0.0,0.0,819.900024,112.5,434.48
639,0.0984511627004,0.0,0.0,0.0,0.0,819.900024,98.4375,380.17
640,0.155580939792,0.0,0.0,0.0,0.0,819.900024,84.375,325.86
641,0.134975235713,0.0,0.0,0.0,0.0,819.900024,70.3125,271.55
642,0.114957640192,0.0,0.0,0.0,0.0,819.900024,56.25,217.24
643,0.050920839083,0.0,0.0,0.0,0.0,819.900024,42.1875,162.93
644,0.0482362569308,0.0,0.0,0.0,0.0,819.900024,28.125,108.62
645,0.0248067210385,0.0,0.0,0.0,0.0,819.900024,14.0625,54.31
646,0.0132824759182,63.1300068102,4.24988382605e-15,-63.1300068102,4.24988382605e-15,844.599976,-14.0625,54.31
647,0.0,0.0,0.0,0.0,0.0,844.599976,-28.125,108.62
648,0.0,0.0,0.0,0.0,0.0,844.599976,-42.1875,162.93
649,0.0,0.0,0.0,0.0,0.0,844.599976,-56.25,217.24
650,0.0,0.0,0.0,0.0,0.0,844.599976,-70.3125,271.55
651,0.0,0.0,0.0,0.0,0.0,844.599976,-84.375,325.86
652,0.0,0.0,0.0,0.0,0.0,844.599976,-98.4375,380.17
653,0.0,0.0,0.0,0.0,0.0,844.599976,-112.5,434.48
654,0.0,28.3402414621,0.690344914284,1.6035541575,0.690344914284,844.599976,-79.55,514.0
655,0.0,-26.0937518877,-2.68767677992e-14,-26.0937518877,-2.68767677992e-14,844.599976,0.0,547.0
656,0.0,65.4868518877,6.74519677992e-14,65.4868518877,6.74519677992e-14,844.599976,79.55,514.0
657,-0.0337988835561,0.0,0.0,0.0,0.0,844.599976,112.5,434.48
658,0.109288767204,0.0,0.0,0.0,0.0,844.599976,98.4375,380.17
659,0.181543257521,0.0,0.0,0.0,0.0,844.599976,84.375,325.86
660,0.165111030508,0.0,0.0,0.0,0.0,844.599976,70.3125,271.55
661,0.146017042854,0.0,0.0,0.0,0.0,844.599976,56.25,217.24
662,0.0702010141005,0.0,0.0,0.0,0.0,844.599976,42.1875,162.93
663,0.0733479791537,0.0,0.0,0.0,0.0,844.599976,28.125,108.62
664,0.0454912505895,0.0,0.0,0.0,0.0,844.599976,14.0625,54.31
665,0.011414456901,63.243789807,6.4272725892e-15,-63.243789807,6.4272725892e-15,869.299988,-14.0625,54.31
666,0.0,0.0,0.0,0.0,0.0,869.299988,-28.125,108.62
667,0.0,0.0,0.0,0.0,0.0,869.299988,-42.1875,162.93
668,0.0,0.0,0.0,0.0,0.0,869.299988,-56.25,217.24
669,0.0,0.0,0.0,0.0,0.0,869.299988,-70.3125,271.55
670,0.0,0.0,0.0,0.0,0.0,869.299988,-84.375,325.86
671,0.0,0.0,0.0,0.0,0.0,869.299988,-98.4375,380.17
672,0.0,0.0,0.0,0.0,0.0,869.299988,-112.5,434.48
673,0.0,28.3174836388,0.662525751116,1.44381699595,0.662525751116,869.299988,-79.55,514.0
674,0.0,-25.9514034236,-2.18185287285e-14,-25.9514034236,-2.18185287285e-14,869.299988,0.0,547.0
675,0.0,65.1296034236,5.47574287285e-14,65.1296034236,5.47574287285e-14,869.299988,79.55,514.0
676,-0.0374252606641,0.0,0.0,0.0,0.0,869.299988,112.5,434.48
677,0.125954809507,0.0,0.0,0.0,0.0,869.299988,98.4375,380.17
